cov_type,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
low-rank,10.009000000000002,0,0,0,82.13,1.297081165761547,100,1.58156924249054
low-rank,10.009000000000002,0,0,0,85.0,1.37342046702214,100,1.5446841099653934
low-rank,10.009000000000002,0,0,0,90.0,1.5395672053016014,100,1.47532148511104
low-rank,10.009000000000002,0,0,0,95.0,1.8036532917442964,100,1.3900850594431648
low-rank,10.009000000000002,0,0,0,99.0,2.353494333350162,100,1.2713882886835015
low-rank,10.009000000000002,0,0,0,99.73,2.7063875817384213,100,1.221315279800316
low-rank,50.045,0,0,0,5.0,0.2222864558521506,500,3.806835079624853
low-rank,50.045,0,0,0,10.0,0.3183468107929014,500,3.254736587394884
low-rank,50.045,0,0,0,15.0,0.3958127029093503,500,2.942522292391479
low-rank,50.045,0,0,0,20.0,0.4640353082468953,500,2.723237878554171
low-rank,50.045,0,0,0,25.0,0.5277392510009667,500,2.552127885580444
low-rank,50.045,0,0,0,30.0,0.5877654893166073,500,2.4149745074883184
low-rank,50.045,0,0,0,35.0,0.6461322540234058,500,2.300369848481705
low-rank,50.045,0,0,0,40.0,0.7048567796416364,500,2.197795560928162
low-rank,50.045,0,0,0,45.0,0.7630725291685594,500,2.108612068184156
low-rank,50.045,0,0,0,50.0,0.8225025492663773,500,2.028251008886254
low-rank,50.045,0,0,0,60.0,0.9477513597770612,500,1.8853539648818285
low-rank,50.045,0,0,0,70.0,1.088417875735623,500,1.7579696283639772
low-rank,50.045,0,0,0,75.0,1.1698276146377264,500,1.696461479304067
low-rank,50.045,0,0,0,80.0,1.2636205672387568,500,1.6344827585934592
low-rank,50.045,0,0,0,82.13,1.3079239790542891,500,1.6079819150557186
low-rank,50.045,0,0,0,85.0,1.3758726736224465,500,1.5704678321948773
low-rank,50.045,0,0,0,90.0,1.5208836072703185,500,1.5009645164579195
low-rank,50.045,0,0,0,95.0,1.745492155495032,500,1.415818081747095
low-rank,50.045,0,0,0,99.0,2.1877467068574674,500,1.3000877626556426
low-rank,50.045,0,0,0,99.73,2.45565388762195,500,1.2518102561648556
full-rank,2.0,1,0,1,5.0,0.1068428106883718,2,2.345053267745904
full-rank,2.0,1,0,1,10.0,0.1694082335210632,2,2.300652518382815
full-rank,2.0,1,0,1,15.0,0.2259144851483401,2,2.243931404897962
full-rank,2.0,1,0,1,20.0,0.2801338259527025,2,2.1883676939077885
full-rank,2.0,1,0,1,25.0,0.3337960284606942,2,2.1364307356043333
full-rank,2.0,1,0,1,30.0,0.3877791560522248,2,2.088765090060247
full-rank,2.0,1,0,1,35.0,0.4434867522860729,2,2.0429185051359484
full-rank,2.0,1,0,1,40.0,0.5011691403360318,2,1.997794233160016
full-rank,2.0,1,0,1,45.0,0.5623259300570191,2,1.9542987359767436
full-rank,2.0,1,0,1,50.0,0.62796054306429,2,1.909273966249878
full-rank,2.0,1,0,1,60.0,0.7739958802301414,2,1.819433448539352
full-rank,2.0,1,0,1,70.0,0.9552165043963368,2,1.7254756669977642
full-rank,2.0,1,0,1,75.0,1.0667080932743742,2,1.6746904970028988
full-rank,2.0,1,0,1,80.0,1.2010509230954878,2,1.618365608010801
full-rank,2.0,1,0,1,82.13,1.2667627966669408,2,1.593833202135447
full-rank,2.0,1,0,1,85.0,1.371039254120432,2,1.5575549081126463
